,original_label,score_x,twitter_id,MR1_label,score_y,MR2_label,score_x,MR3_label,score_y,MR4_label,score
241,Negative,0.870069683,1467873227,Negative,0.684042215,Negative,0.91116327,Negative,0.892773807,Negative,0.934555054
242,Neutral,0.532718182,1467873256,Positive,0.944760084,Negative,0.652799308,Positive,0.359212905,Negative,0.750130117
243,Negative,0.94597441,1467873467,Negative,0.934455693,Negative,0.947783947,Negative,0.946814597,Negative,0.949945509
244,Neutral,0.485421181,1467873592,Positive,0.944397688,Negative,0.633394361,Positive,0.37066564,Negative,0.779086351
245,Neutral,0.721414506,1467873828,Positive,0.704040945,Negative,0.611680746,Neutral,0.511586964,Negative,0.825717747
246,Negative,0.873396993,1467873980,Positive,0.539992094,Negative,0.867182195,Negative,0.716533422,Negative,0.895538926
247,Negative,0.854574382,1467874103,Neutral,0.386362135,Negative,0.908940494,Negative,0.855833173,Negative,0.906186938
248,Positive,0.929157019,1467874479,Positive,0.94427067,Positive,0.657783628,Positive,0.836368561,Positive,0.515106678
249,Neutral,0.845754147,1467874569,Positive,0.938651383,Negative,0.701221287,Neutral,0.474214613,Negative,0.88062495
250,Neutral,0.57780683,1467874916,Positive,0.9704898,Negative,0.645746708,Positive,0.539131343,Negative,0.812540591
251,Negative,0.865736723,1467875163,Negative,0.443904161,Negative,0.887026966,Negative,0.785601854,Negative,0.922576308
252,Negative,0.904178858,1467875208,Negative,0.541471541,Negative,0.89874804,Negative,0.852991283,Negative,0.923343897
253,Negative,0.873247087,1467875930,Positive,0.499170601,Negative,0.852690995,Negative,0.688026786,Negative,0.891574681
254,Negative,0.864964366,1467876016,Neutral,0.358300894,Negative,0.809841096,Negative,0.641972721,Negative,0.845519543
255,Negative,0.668368697,1467876133,Neutral,0.553543925,Negative,0.796456754,Negative,0.718027532,Negative,0.901399076
256,Negative,0.929422617,1467876652,Negative,0.670009017,Negative,0.911806703,Negative,0.87355125,Negative,0.934118152
257,Negative,0.70622766,1467876711,Negative,0.43642813,Negative,0.764818311,Negative,0.596142113,Negative,0.781494617
258,Negative,0.923287213,1467876944,Negative,0.579807639,Negative,0.906352699,Negative,0.886083066,Negative,0.936622322
259,Negative,0.937751472,1467877496,Positive,0.592713118,Negative,0.921178997,Negative,0.841247261,Negative,0.934838295
260,Neutral,0.836596787,1467877833,Positive,0.612582505,Negative,0.759484828,Negative,0.60570091,Negative,0.855994284
261,Negative,0.836001754,1467877865,Positive,0.813680232,Negative,0.781651974,Negative,0.505851448,Negative,0.89352268
262,Neutral,0.663729131,1467878057,Positive,0.873916864,Negative,0.612053275,Positive,0.389640391,Negative,0.671786249
263,Positive,0.963536859,1467878557,Positive,0.981969595,Positive,0.388089895,Positive,0.778586745,Negative,0.4883883
264,Neutral,0.815508246,1467878633,Positive,0.685592592,Negative,0.654595494,Negative,0.466809809,Negative,0.841747463
265,Negative,0.490014315,1467878929,Positive,0.704581916,Negative,0.765443981,Negative,0.526839197,Negative,0.846170723
266,Negative,0.912191629,1467878971,Negative,0.437649757,Negative,0.900551379,Negative,0.817461073,Negative,0.924787104
267,Positive,0.756652892,1467878983,Positive,0.945267677,Negative,0.51625675,Positive,0.523458302,Negative,0.580781221
268,Negative,0.949551225,1467879203,Negative,0.947252452,Negative,0.95628047,Negative,0.955793738,Negative,0.959071517
269,Negative,0.907071769,1467879314,Negative,0.500572443,Negative,0.906749427,Negative,0.852878213,Negative,0.930956125
270,Positive,0.982600749,1467879328,Positive,0.985209763,Positive,0.601118207,Positive,0.807922542,Positive,0.415242791
271,Neutral,0.605016589,1467879480,Positive,0.762378097,Negative,0.749909639,Negative,0.596458256,Negative,0.853931069
272,Neutral,0.678286195,1467879984,Positive,0.823161542,Negative,0.65412885,Neutral,0.422059417,Negative,0.812154412
273,Positive,0.556149781,1467880085,Positive,0.881581604,Negative,0.733269393,Negative,0.443823516,Negative,0.786377072
274,Neutral,0.713972807,1467880431,Positive,0.921995878,Negative,0.701817095,Negative,0.45340386,Negative,0.815387487
275,Positive,0.637817144,1467880442,Positive,0.952260554,Negative,0.42271468,Positive,0.52966398,Negative,0.622031808
276,Neutral,0.736364961,1467880463,Positive,0.614016175,Negative,0.663920999,Neutral,0.42692256,Negative,0.844154298
277,Neutral,0.606936395,1467880692,Positive,0.659359336,Negative,0.653659403,Negative,0.497389019,Negative,0.820758164
278,Negative,0.504486918,1467881131,Positive,0.445764899,Negative,0.740068555,Negative,0.504455566,Negative,0.832623363
279,Negative,0.854908347,1467881373,Positive,0.469097883,Negative,0.817271113,Negative,0.67841053,Negative,0.86039257
280,Negative,0.750032127,1467881376,Positive,0.409739822,Negative,0.819994688,Negative,0.49357608,Negative,0.871042609
281,Negative,0.929772973,1467881457,Negative,0.55137682,Negative,0.926179409,Negative,0.91342628,Negative,0.942749739
282,Neutral,0.785850108,1467881474,Positive,0.960158467,Negative,0.761849761,Negative,0.494805872,Negative,0.8921538
283,Negative,0.827999413,1467881686,Negative,0.505544901,Negative,0.854186356,Negative,0.806996703,Negative,0.9039222
284,Neutral,0.652803719,1467881809,Neutral,0.494041085,Negative,0.661382556,Negative,0.483038992,Negative,0.777519226
285,Negative,0.743750513,1467881897,Neutral,0.483687788,Negative,0.869548082,Negative,0.813389063,Negative,0.909376264
286,Negative,0.933709621,1467881920,Negative,0.878183365,Negative,0.938187659,Negative,0.927349687,Negative,0.944913208
287,Negative,0.844770968,1467882140,Negative,0.47910744,Negative,0.763467193,Negative,0.477960438,Negative,0.835794747
288,Neutral,0.468954325,1467882491,Positive,0.852874875,Neutral,0.429380596,Positive,0.517381787,Negative,0.55595839
289,Negative,0.844227195,1467882592,Negative,0.466942608,Negative,0.845311046,Negative,0.731806457,Negative,0.89867574
290,Positive,0.761368811,1467882902,Positive,0.937816978,Negative,0.44429639,Positive,0.501117766,Negative,0.677139699
291,Negative,0.901647747,1467888679,Negative,0.526751697,Negative,0.865857303,Negative,0.771058619,Negative,0.930018842
292,Negative,0.905870378,1467888732,Negative,0.620645702,Negative,0.897402287,Negative,0.807769656,Negative,0.918333888
293,Positive,0.964406252,1467888953,Positive,0.973395884,Positive,0.621639013,Positive,0.839616716,Positive,0.520680308
294,Neutral,0.539939404,1467889231,Positive,0.730878353,Negative,0.811007321,Negative,0.603080094,Negative,0.869356692
295,Neutral,0.544048011,1467889251,Positive,0.84824115,Negative,0.838910282,Negative,0.549299955,Negative,0.895252466
296,Positive,0.616592765,1467889334,Positive,0.955792367,Neutral,0.45086503,Positive,0.503355086,Negative,0.67451781
297,Negative,0.870612085,1467889574,Negative,0.413238674,Negative,0.851804733,Negative,0.720927835,Negative,0.888348639
298,Negative,0.770496368,1467889791,Positive,0.452472568,Negative,0.870275378,Negative,0.735164344,Negative,0.903554976
299,Neutral,0.896513879,1467889988,Positive,0.864985406,Negative,0.579906642,Neutral,0.451129258,Negative,0.763709426
300,Negative,0.69865942,1467890079,Positive,0.704135776,Negative,0.885807455,Negative,0.851406336,Negative,0.928410232
301,Negative,0.824665904,1467890212,Positive,0.576767743,Negative,0.798268855,Negative,0.576216161,Negative,0.88514483
302,Positive,0.441242248,1467890222,Positive,0.934468091,Negative,0.65492624,Negative,0.35885337,Negative,0.697574854
303,Negative,0.833099604,1467890723,Negative,0.483354628,Negative,0.894069612,Negative,0.85027504,Negative,0.916306496
304,Negative,0.920657814,1467891826,Negative,0.777231634,Negative,0.928255916,Negative,0.907769561,Negative,0.934116304
305,Negative,0.865947843,1467891880,Positive,0.429575294,Negative,0.881896675,Negative,0.773388505,Negative,0.900238633
306,Positive,0.955891132,1467892075,Positive,0.979025185,Positive,0.570033312,Positive,0.75464958,Positive,0.464884698
307,Negative,0.837386608,1467892419,Positive,0.754137099,Negative,0.77454257,Negative,0.446275234,Negative,0.873005509
308,Neutral,0.534796238,1467892515,Positive,0.748140693,Negative,0.821616054,Negative,0.519818962,Negative,0.870169878
309,Negative,0.567713022,1467892667,Positive,0.791321814,Negative,0.719671607,Negative,0.501002848,Negative,0.900337756
310,Negative,0.65382576,1467892720,Positive,0.657306492,Negative,0.790224016,Negative,0.645730674,Negative,0.861423194
311,Neutral,0.62592721,1467892760,Positive,0.938407838,Negative,0.612733781,Positive,0.474550486,Negative,0.788404763
312,Negative,0.85203886,1467892889,Negative,0.442569524,Negative,0.894425452,Negative,0.844266474,Negative,0.914272189
313,Negative,0.94359082,1467892945,Negative,0.905898452,Negative,0.944678187,Negative,0.936496437,Negative,0.9488976
314,Negative,0.704706192,1467893163,Neutral,0.394291669,Negative,0.906311572,Negative,0.842631161,Negative,0.91981256
315,Neutral,0.806343496,1467893258,Positive,0.747637749,Negative,0.68505758,Negative,0.506719291,Negative,0.834936738
316,Negative,0.93100518,1467893275,Negative,0.815927267,Negative,0.900535047,Negative,0.85840565,Negative,0.923672378
317,Neutral,0.797767699,1467893504,Positive,0.796012998,Negative,0.652665734,Neutral,0.455872834,Negative,0.83130455
318,Positive,0.875430703,1467893730,Positive,0.962882161,Positive,0.530708134,Positive,0.82776618,Positive,0.410404861
319,Positive,0.714643896,1467894593,Positive,0.952576637,Neutral,0.388517678,Positive,0.732173443,Negative,0.51793617
320,Negative,0.89667511,1467894600,Negative,0.441365004,Negative,0.921547294,Negative,0.90054065,Negative,0.942257464
321,Negative,0.933275521,1467894746,Negative,0.841294348,Negative,0.930853903,Negative,0.898082733,Negative,0.936069369
322,Neutral,0.507591546,1467894749,Positive,0.880610287,Negative,0.636461794,Neutral,0.391776711,Negative,0.794921219
323,Negative,0.761618495,1467894750,Positive,0.665310025,Negative,0.795089543,Negative,0.655044198,Negative,0.898168385
324,Positive,0.813228905,1467894786,Positive,0.828314126,Negative,0.377644092,Positive,0.571986198,Negative,0.533465564
325,Neutral,0.504932523,1467894841,Positive,0.954488397,Negative,0.739643037,Negative,0.461268276,Negative,0.811032414
326,Negative,0.807832778,1467894898,Positive,0.857616782,Negative,0.836027503,Negative,0.676027238,Negative,0.897517323
327,Negative,0.830799282,1467895048,Positive,0.39971745,Negative,0.833107471,Negative,0.68833977,Negative,0.865382254
328,Neutral,0.517020702,1467895109,Positive,0.751416087,Negative,0.649044096,Negative,0.412585348,Negative,0.805388212
329,Neutral,0.74259299,1467895424,Positive,0.854824066,Neutral,0.481185019,Neutral,0.476143777,Negative,0.714222193
330,Negative,0.651687801,1467895478,Positive,0.859236717,Negative,0.812085509,Negative,0.42424953,Negative,0.882542312
331,Negative,0.748876691,1467895481,Positive,0.768209577,Negative,0.804475665,Negative,0.527933002,Negative,0.8840608
332,Neutral,0.48205632,1467895712,Positive,0.64045167,Neutral,0.463826835,Neutral,0.420487434,Negative,0.588090956
333,Negative,0.942103565,1467896211,Negative,0.827993453,Negative,0.94147414,Negative,0.928528726,Negative,0.948796928
334,Negative,0.911884725,1467896253,Negative,0.658548594,Negative,0.901875734,Negative,0.871273935,Negative,0.923584521
335,Negative,0.843416572,1467896463,Negative,0.599593759,Negative,0.869761944,Negative,0.835868657,Negative,0.902458787
336,Positive,0.920716166,1467896777,Positive,0.981089115,Negative,0.382588357,Positive,0.625715673,Negative,0.489020228
337,Negative,0.493304342,1467896778,Positive,0.911045074,Negative,0.710732996,Neutral,0.405006617,Negative,0.802791059
338,Neutral,0.613606453,1467896898,Positive,0.904495537,Negative,0.608600438,Positive,0.378071457,Negative,0.794215798
339,Negative,0.891741812,1467896911,Negative,0.635176539,Negative,0.895291686,Negative,0.837022424,Negative,0.912921369
340,Negative,0.703595996,1467896996,Positive,0.739427865,Negative,0.793199122,Negative,0.616473734,Negative,0.892515898
341,Negative,0.942953944,1467897316,Negative,0.7313115,Negative,0.939126253,Negative,0.915555,Negative,0.946711421
342,Negative,0.565012157,1467897981,Positive,0.822566032,Negative,0.792840242,Negative,0.47996518,Negative,0.847734094
343,Negative,0.770238638,1467898061,Neutral,0.455005318,Negative,0.822339773,Negative,0.771837234,Negative,0.900469065
344,Negative,0.451913774,1467898076,Positive,0.8029266,Negative,0.485426903,Positive,0.396289289,Negative,0.596705437
345,Negative,0.90847075,1467898078,Positive,0.383292437,Negative,0.86598438,Negative,0.634035945,Negative,0.902823687
346,Neutral,0.560254395,1467898511,Positive,0.927042902,Negative,0.67113024,Neutral,0.392092615,Negative,0.778149068
347,Negative,0.570321858,1467898676,Positive,0.894852936,Negative,0.878757238,Negative,0.720541656,Negative,0.91475898
348,Positive,0.354622841,1467899025,Positive,0.944527566,Negative,0.382664353,Positive,0.654829383,Negative,0.40431115
349,Negative,0.776414812,1467899451,Positive,0.445365548,Negative,0.722624242,Negative,0.464944094,Negative,0.790599167
350,Positive,0.803122401,1467899605,Positive,0.957414567,Neutral,0.381257564,Positive,0.751253784,Negative,0.422266424
351,Negative,0.802170396,1467899707,Negative,0.634492874,Negative,0.819566727,Negative,0.753981709,Negative,0.868655086
352,Neutral,0.950581849,1467899753,Positive,0.900550365,Negative,0.517923295,Neutral,0.521665335,Negative,0.799177706
353,Neutral,0.488372654,1467900033,Positive,0.87112534,Negative,0.663571537,Neutral,0.357809007,Negative,0.803527772
354,Negative,0.941599369,1467900037,Negative,0.761004925,Negative,0.934888661,Negative,0.918602288,Negative,0.944870353
355,Positive,0.952981353,1467900244,Positive,0.973789215,Positive,0.620348036,Positive,0.853514075,Positive,0.508059025
356,Negative,0.49094227,1467900431,Positive,0.959277332,Negative,0.872539163,Negative,0.632868528,Negative,0.913950503
357,Neutral,0.831636727,1467900545,Positive,0.912002265,Negative,0.650407076,Neutral,0.444891065,Negative,0.828412771
358,Negative,0.845682681,1467900898,Negative,0.572517157,Negative,0.834558487,Negative,0.703677654,Negative,0.864407599
359,Negative,0.76869446,1467901135,Positive,0.717695773,Negative,0.817881644,Negative,0.54457128,Negative,0.868247151
360,Positive,0.664299369,1467901188,Positive,0.910138965,Negative,0.715822637,Negative,0.611145079,Negative,0.775858283
361,Negative,0.646570563,1467901250,Positive,0.731249511,Negative,0.829242349,Negative,0.728292525,Negative,0.878347814
362,Negative,0.768845737,1467901346,Positive,0.752555728,Negative,0.805709302,Negative,0.456388503,Negative,0.822311282
363,Negative,0.807447433,1467901437,Positive,0.421624839,Negative,0.827552736,Negative,0.733773291,Negative,0.877317488
364,Neutral,0.501874208,1467901500,Neutral,0.452281892,Negative,0.856922686,Negative,0.645429492,Negative,0.909231305
365,Negative,0.743654311,1467901839,Positive,0.406076491,Negative,0.742034853,Negative,0.474918664,Negative,0.765906334
366,Neutral,0.350877434,1467904302,Positive,0.853841186,Negative,0.649409354,Negative,0.347514123,Negative,0.751496553
367,Neutral,0.791806281,1467905125,Neutral,0.607170224,Neutral,0.506098151,Neutral,0.541045547,Negative,0.759627283
368,Negative,0.937324703,1467905378,Negative,0.848831773,Negative,0.930401623,Negative,0.902424693,Negative,0.935150325
369,Neutral,0.507526875,1467905653,Positive,0.515120625,Negative,0.852188706,Negative,0.779489934,Negative,0.889882267
370,Negative,0.768404305,1467906151,Positive,0.842561662,Negative,0.784108758,Negative,0.533958435,Negative,0.855138958
371,Neutral,0.67006135,1467906345,Positive,0.766966999,Negative,0.81021744,Negative,0.685335755,Negative,0.891352534
372,Neutral,0.59715867,1467906496,Positive,0.556251585,Negative,0.480514407,Neutral,0.423896402,Negative,0.675038397
373,Neutral,0.684829414,1467906723,Positive,0.788056672,Negative,0.781195819,Negative,0.489048392,Negative,0.864429832
374,Negative,0.953571677,1467907298,Negative,0.781408131,Negative,0.946146846,Negative,0.927844822,Negative,0.944354653
375,Negative,0.828289747,1467907751,Neutral,0.424265057,Negative,0.904511333,Negative,0.882449389,Negative,0.923957646
376,Negative,0.895336747,1467907876,Negative,0.702580273,Negative,0.885337293,Negative,0.823565066,Negative,0.907164752
377,Positive,0.673539579,1467908012,Positive,0.907873809,Negative,0.511395931,Neutral,0.372449368,Negative,0.615036547
378,Negative,0.747938633,1467908134,Positive,0.459837735,Negative,0.800436616,Negative,0.579556406,Negative,0.881529629
379,Positive,0.421499372,1467908456,Positive,0.789101362,Negative,0.62596333,Negative,0.413777709,Negative,0.691115141
380,Negative,0.900670588,1467908672,Negative,0.652314782,Negative,0.903365731,Negative,0.839987993,Negative,0.918507516
381,Negative,0.675479293,1467908798,Negative,0.427082121,Negative,0.79302156,Negative,0.650169373,Negative,0.856731296
382,Negative,0.942221344,1467908853,Negative,0.8764202,Negative,0.934582114,Negative,0.924807489,Negative,0.94639802
383,Neutral,0.400448501,1467909124,Positive,0.802377105,Negative,0.713917971,Negative,0.500561655,Negative,0.807102203
384,Neutral,0.620651543,1467909222,Positive,0.626478374,Negative,0.671131849,Negative,0.474719286,Negative,0.809720635
385,Positive,0.648698747,1467909292,Positive,0.972185552,Negative,0.474404633,Positive,0.524030805,Negative,0.641914308
386,Positive,0.491561502,1467910531,Positive,0.967425227,Negative,0.427796602,Positive,0.562755108,Negative,0.567768574
387,Neutral,0.584265709,1467910689,Positive,0.757152438,Negative,0.684287608,Negative,0.464244694,Negative,0.841473401
388,Negative,0.912697792,1467910932,Negative,0.812176585,Negative,0.936258554,Negative,0.931645095,Negative,0.940930605
389,Negative,0.532426894,1467910986,Positive,0.710282266,Negative,0.782298088,Negative,0.529131234,Negative,0.849534333
390,Neutral,0.514654636,1467910995,Positive,0.893020153,Negative,0.687389851,Negative,0.404220164,Negative,0.821977854
391,Negative,0.889485538,1467911036,Negative,0.720209599,Negative,0.878551364,Negative,0.794330239,Negative,0.910701513
392,Negative,0.889551938,1467911302,Negative,0.438791692,Negative,0.893215358,Negative,0.800575852,Negative,0.915094495
393,Negative,0.546971977,1467911624,Positive,0.676217496,Negative,0.721284747,Negative,0.416069299,Negative,0.834712505
394,Negative,0.869948328,1467911846,Positive,0.367624938,Negative,0.825275779,Negative,0.643540978,Negative,0.882363141
395,Negative,0.856620967,1467912100,Positive,0.436232328,Negative,0.817686379,Negative,0.626625955,Negative,0.889076114
396,Negative,0.500051677,1467912333,Positive,0.849308312,Negative,0.601561844,Neutral,0.393424898,Negative,0.786752284
397,Positive,0.451060295,1467912572,Positive,0.848396599,Negative,0.536902606,Positive,0.460254818,Negative,0.687954783
398,Neutral,0.85051024,1467912842,Positive,0.92228967,Negative,0.563575029,Neutral,0.476476133,Negative,0.860120654
399,Negative,0.834191918,1467912994,Negative,0.513714612,Negative,0.91678226,Negative,0.864515007,Negative,0.928212583
400,Negative,0.749866903,1467913111,Positive,0.348960936,Negative,0.799718976,Negative,0.643468857,Negative,0.860292256
401,Negative,0.809315979,1467913608,Negative,0.529450595,Negative,0.861273706,Negative,0.738129318,Negative,0.910583258
402,Neutral,0.780044854,1467914434,Positive,0.961516142,Negative,0.663104057,Neutral,0.445417523,Negative,0.791584849
403,Negative,0.68021661,1467914499,Positive,0.489901006,Negative,0.689924359,Negative,0.486675143,Negative,0.816217065
404,Negative,0.386132032,1467914916,Positive,0.975579381,Negative,0.662837088,Positive,0.61664933,Negative,0.697530806
405,Negative,0.528548181,1467915140,Positive,0.958732665,Negative,0.606634378,Positive,0.533308506,Negative,0.765066743
406,Neutral,0.682619035,1467915612,Positive,0.875609636,Negative,0.861327946,Negative,0.738126636,Negative,0.903870404
407,Negative,0.712533236,1467915670,Negative,0.573824286,Negative,0.771368146,Negative,0.681028605,Negative,0.830049813
408,Negative,0.889050543,1467916510,Negative,0.719604194,Negative,0.920361698,Negative,0.908864737,Negative,0.936967075
409,Negative,0.855526626,1467916595,Negative,0.541460574,Negative,0.848034441,Negative,0.805138826,Negative,0.890095592
410,Negative,0.901683748,1467916695,Negative,0.787653089,Negative,0.897993505,Negative,0.870022476,Negative,0.929474711
411,Negative,0.743198395,1467916700,Positive,0.844013393,Negative,0.792027354,Negative,0.625769794,Negative,0.852686405
412,Negative,0.932760715,1467916820,Negative,0.892328501,Negative,0.924105763,Negative,0.906653941,Negative,0.935746491
413,Negative,0.902217984,1467916841,Negative,0.690562189,Negative,0.93589139,Negative,0.927688479,Negative,0.946580231
414,Negative,0.851405561,1467916851,Neutral,0.469315976,Negative,0.865247846,Negative,0.784122407,Negative,0.898258686
415,Neutral,0.897361338,1467916959,Positive,0.956409216,Negative,0.707181871,Neutral,0.432682514,Negative,0.834669352
416,Negative,0.884642661,1467917177,Negative,0.714051366,Negative,0.906119704,Negative,0.894979,Negative,0.928972602
417,Negative,0.827435553,1467917302,Positive,0.796311796,Negative,0.887075126,Negative,0.797155142,Negative,0.912616849
418,Negative,0.574351311,1467917484,Positive,0.871752918,Negative,0.705947459,Negative,0.390344858,Negative,0.776686668
419,Neutral,0.436323911,1467917499,Positive,0.932596982,Negative,0.641432822,Neutral,0.366330415,Negative,0.762767136
420,Neutral,0.60668546,1467917718,Positive,0.968719602,Negative,0.808990419,Negative,0.500439346,Negative,0.89118284
421,Neutral,0.776293993,1467917800,Positive,0.891973734,Negative,0.445433557,Positive,0.456975609,Negative,0.606848598
422,Negative,0.899152279,1467918015,Negative,0.507021964,Negative,0.893903375,Negative,0.817112029,Negative,0.916522622
423,Negative,0.744801283,1467918552,Positive,0.532005548,Negative,0.773199558,Negative,0.68773967,Negative,0.877337873
424,Neutral,0.674791276,1467918560,Neutral,0.49433279,Negative,0.783982992,Negative,0.617923796,Negative,0.873624682
425,Positive,0.614609003,1467918682,Positive,0.908286393,Neutral,0.464943856,Positive,0.620845735,Negative,0.408923686
426,Neutral,0.666534185,1467918728,Positive,0.908277333,Neutral,0.457809836,Neutral,0.425115854,Negative,0.659117103
427,Negative,0.693777859,1467918812,Positive,0.368142277,Negative,0.749750614,Negative,0.562491119,Negative,0.822741866
428,Negative,0.680054784,1467918850,Positive,0.772446871,Negative,0.785236835,Negative,0.495817542,Negative,0.798345327
429,Neutral,0.50688076,1467919055,Positive,0.798600912,Negative,0.865212858,Negative,0.710375249,Negative,0.890239179
430,Neutral,0.833755493,1467919452,Positive,0.935815573,Negative,0.641604543,Neutral,0.472111255,Negative,0.88026911
431,Negative,0.916138828,1467919538,Positive,0.465027303,Negative,0.914008379,Negative,0.867116392,Negative,0.935884595
432,Positive,0.661077142,1467919762,Positive,0.882579565,Neutral,0.501033843,Neutral,0.462563425,Negative,0.538222849
433,Negative,0.94849968,1467919765,Negative,0.884611785,Negative,0.946020842,Negative,0.933791637,Negative,0.951051176
434,Positive,0.434106141,1467922983,Positive,0.954776824,Negative,0.515704632,Positive,0.478451729,Negative,0.734921098
435,Negative,0.842506051,1467923235,Positive,0.441248089,Negative,0.837574959,Negative,0.695093989,Negative,0.888278306
436,Negative,0.625217319,1467923247,Positive,0.76951462,Negative,0.740362465,Negative,0.521772385,Negative,0.882341743
437,Negative,0.90839684,1467923370,Negative,0.435310751,Negative,0.908787847,Negative,0.872326016,Negative,0.935398519
438,Neutral,0.497675478,1467923445,Positive,0.794442713,Negative,0.692300975,Negative,0.479778528,Negative,0.847945333
439,Positive,0.965482593,1467923775,Positive,0.980876029,Positive,0.37753123,Positive,0.71712786,Negative,0.581833005
440,Negative,0.830571592,1467924273,Negative,0.63615948,Negative,0.877113283,Negative,0.847668171,Negative,0.923409641
441,Negative,0.944598079,1467924690,Negative,0.663717806,Negative,0.929634809,Negative,0.861320972,Negative,0.937644541
442,Neutral,0.485689759,1467924823,Positive,0.791613579,Negative,0.666736841,Neutral,0.35778144,Negative,0.805251479
443,Positive,0.921918273,1467925327,Positive,0.970965385,Neutral,0.370643526,Positive,0.737039864,Negative,0.533422649
444,Negative,0.854046941,1467925657,Negative,0.457478434,Negative,0.897344291,Negative,0.870679319,Negative,0.924551785
445,Negative,0.826933146,1467926153,Neutral,0.4320862,Negative,0.821246862,Negative,0.750276268,Negative,0.882126272
446,Negative,0.624905467,1467926444,Positive,0.922133505,Negative,0.757604122,Negative,0.365571141,Negative,0.840541482
447,Negative,0.923374414,1467926546,Negative,0.636480033,Negative,0.937442958,Negative,0.913119793,Negative,0.943636
448,Negative,0.937887549,1467926632,Negative,0.912076652,Negative,0.952023983,Negative,0.948456705,Negative,0.954783678
449,Negative,0.924184561,1467927016,Negative,0.853998542,Negative,0.930487156,Negative,0.918153822,Negative,0.939109445
450,Negative,0.931307018,1467927126,Negative,0.685411334,Negative,0.924899578,Negative,0.879623771,Negative,0.93067795
451,Negative,0.532136798,1467927987,Positive,0.775884449,Negative,0.713270485,Negative,0.499273628,Negative,0.869717717
452,Negative,0.838499844,1467928014,Positive,0.41328913,Negative,0.880121946,Negative,0.750709236,Negative,0.918591022
453,Negative,0.915535927,1467928037,Negative,0.651712298,Negative,0.911981761,Negative,0.890755594,Negative,0.928061426
454,Negative,0.959545076,1467928300,Negative,0.94273293,Negative,0.948489785,Negative,0.944654763,Negative,0.954722404
455,Neutral,0.579428852,1467928490,Positive,0.870955884,Negative,0.697254419,Negative,0.626398087,Negative,0.811390519
456,Positive,0.828436434,1467928676,Positive,0.904391646,Positive,0.524682939,Positive,0.745994925,Positive,0.421007752
457,Negative,0.66672945,1467928749,Positive,0.603297174,Negative,0.847652078,Negative,0.762529731,Negative,0.889182031
458,Neutral,0.738209724,1467928764,Positive,0.616292894,Negative,0.489218384,Neutral,0.476655781,Negative,0.766355813
459,Positive,0.513922691,1467929184,Positive,0.977650285,Negative,0.681111574,Positive,0.368337035,Negative,0.834551096
460,Neutral,0.588617802,1467929230,Positive,0.761834025,Negative,0.879400015,Negative,0.815544367,Negative,0.908124924
461,Neutral,0.762938976,1467929248,Positive,0.92010355,Negative,0.695088446,Neutral,0.441498905,Negative,0.814718187
462,Negative,0.633422017,1467929601,Positive,0.637421131,Negative,0.778937221,Negative,0.611995518,Negative,0.869357884
463,Negative,0.901451647,1467929809,Negative,0.702278674,Negative,0.899800718,Negative,0.813966453,Negative,0.914784312
464,Negative,0.934659183,1467929915,Negative,0.828605175,Negative,0.923199892,Negative,0.896483123,Negative,0.936367571
465,Negative,0.604852259,1467930017,Positive,0.491057515,Negative,0.758712888,Negative,0.508454084,Negative,0.878792405
466,Neutral,0.535493374,1467930083,Positive,0.938431382,Negative,0.888139129,Negative,0.718662083,Negative,0.916201413
467,Negative,0.741155207,1467930157,Positive,0.643971741,Negative,0.834966838,Negative,0.78504312,Negative,0.872709274
468,Negative,0.689954817,1467930220,Positive,0.444852948,Negative,0.715623498,Negative,0.4142434,Negative,0.785339952
469,Neutral,0.866352141,1467930309,Positive,0.949350893,Negative,0.4558447,Positive,0.418300897,Negative,0.749977469
470,Negative,0.793205619,1467930341,Positive,0.783678412,Negative,0.637766898,Positive,0.479503244,Negative,0.700505793
471,Neutral,0.672379851,1467930699,Positive,0.877720773,Neutral,0.462239772,Positive,0.481162995,Negative,0.580994666
472,Neutral,0.77716434,1467931027,Positive,0.802680314,Negative,0.835746706,Negative,0.64706254,Negative,0.917926192
473,Negative,0.809414208,1467931070,Positive,0.350884944,Negative,0.87663269,Negative,0.810596049,Negative,0.910131454
474,Negative,0.739845276,1467931396,Positive,0.678191423,Negative,0.823949397,Negative,0.676752031,Negative,0.890596449
475,Positive,0.641749442,1467931501,Positive,0.862974465,Neutral,0.364954621,Positive,0.680080414,Negative,0.468861312
476,Negative,0.91453439,1467931736,Negative,0.665709734,Negative,0.887031317,Negative,0.776789784,Negative,0.910348654
477,Positive,0.605808139,1467931839,Positive,0.946736634,Negative,0.811519742,Negative,0.666811824,Negative,0.877608001
478,Positive,0.977771997,1467931983,Positive,0.976361513,Positive,0.852495372,Positive,0.932691932,Positive,0.80897361
479,Neutral,0.682966173,1467932117,Positive,0.918239355,Negative,0.597313941,Neutral,0.400077611,Negative,0.775934041
480,Negative,0.686770737,1467932208,Positive,0.537912428,Negative,0.862886965,Negative,0.674825907,Negative,0.888575137
481,Positive,0.978266954,1467932372,Positive,0.975188553,Positive,0.78088361,Positive,0.89463371,Positive,0.548316419
482,Neutral,0.488944054,1467932549,Positive,0.894628346,Neutral,0.476767659,Neutral,0.459485441,Negative,0.647295237
